tweet_id,review_text,hs,m_hs,annotation_id,created_at,updated_at,lead_time,phase,annotator_name,source
1454793706582728960,@TwitterUser Dann erstattet doch nur die kosten für ein ÖPNV Ticket. Das wäre doch mal ein Anfang.,0,0,146,2022-02-18 14:32:28,2022-02-18T14:32:28.902016Z,8.03,2.1,4,gmhp7k
1480186957380600064,@TwitterUser Lass Dir doch nicht alles gefallen 😁,0,0,145,2022-02-18 14:32:20,2022-02-18T14:32:20.279984Z,3.297,2.1,4,gmhp7k
1476443576762572801,Bin nedemol traurig wenn die Schlampe au abfahrt,1,1,143,2022-02-18 14:31:59,2022-02-18T14:31:59.857371Z,25.082,2.1,4,gmhp7k
1238216995516101120,"@TwitterUser Diese Schwachsinnsaussage, dass das Coronavirus nur eine leichte Grippe auslösen würde kommt doch von euch selbst:",0,0,142,2022-02-18 14:31:34,2022-02-18T14:31:34.271869Z,10.931,2.1,4,gmhp7k
1332361034489860096,"@TwitterUser Wäre natürlich eine naise Sache, aber ich glaube eher die verziehen sich so schnell wie möglich.",0,0,140,2022-02-18 14:31:14,2022-02-18T14:31:14.594279Z,11.129,2.1,4,gmhp7k
1480126358206530048,@TwitterUser So mutig!,0,0,139,2022-02-18 14:31:02,2022-02-18T14:31:02.986093Z,2.582,2.1,4,gmhp7k
1481239357008880128,@TwitterUser Besser ist das,0,0,138,2022-02-18 14:30:59,2022-02-18T14:30:59.900371Z,4.326,2.1,4,gmhp7k
1229713694273217024,@TwitterUser hätte bestimmt gern Analseks mit dem Lard. Ist dann auch eher so als würde man ein großes wassertier vöge…,0,0,137,2022-02-18 14:30:55,2022-02-18T14:30:55.091820Z,1124.293,2.1,4,gmhp7k
1130008856757789056,"@TwitterUser Gar nicht,  unsere Politiker sind nur Macht  - und Geldgierig. Das Deutsche Volk interessiert sie nicht im geringsten.",0,0,106,2022-02-18 14:12:10,2022-02-18T14:12:10.039451Z,9.402,2.1,4,gmhp7k
1473644541219639040,@TwitterUser Stimmt. Die Homo-Ehe gibt es zum Beispiel nur in Kulturen mit dem Christentum als Wurzel.,0,0,105,2022-02-18 14:11:59,2022-02-18T14:11:59.880254Z,19.682,2.1,4,gmhp7k
1480842683157463040,@TwitterUser Eine kindische Aktion.,0,0,104,2022-02-18 14:11:39,2022-02-18T14:11:39.682301Z,5.221,2.1,4,gmhp7k
1479134694587440896,"karl ranseier, der wohl erfolgloseste schwurbler aller zeiten, ist nach einem schweren verlauf an groner gestorben",0,0,103,2022-02-18 14:11:33,2022-02-18T14:11:33.954183Z,38.474,2.1,4,gmhp7k
1481188237808910080,@TwitterUser ist glaub auch besser so ...,0,0,100,2022-02-18 14:10:54,2022-02-18T14:10:54.739929Z,5.796,2.1,4,gmhp7k
1476563424058523652,"@TwitterUser Ja das werden die nicht tun. Wieso sollten die dagegen stimmen, wenn eine Enthaltung genauso effektiv ist. Alle Landesregierungen mit Unionsbeteiligung werden sich aber enthalten außer Bayern die werden dagegen stimmen. Würde mich auf jeden Fall überraschen wenn es anders läuft.",0,0,99,2022-02-18 14:10:48,2022-02-18T14:10:48.379993Z,16.881,2.1,4,gmhp7k
1462449796896236032,@TwitterUser MSM haben mich nach rechts gedrängt,0,0,98,2022-02-18 14:10:30,2022-02-18T14:10:30.310269Z,30.553,2.1,4,gmhp7k
1477963119033004032,Neues aus der Anstalt,0,0,95,2022-02-18 14:09:59,2022-02-18T14:09:59.149260Z,7.379,2.1,4,gmhp7k
